(67.905915915915912, 79.364012012012012, 89.014846846846851)
(42.403549418232963, 53.691405191152029, 71.834926479989775)
(128.97654362416108, 142.05408053691275, 142.80947651006713)
(97.914440579710146, 112.16264927536231, 120.64870724637682)
(85.304091165751245, 113.57871130845439, 152.27334325753299)
(84.995109333333332, 103.356224, 133.06653866666667)
(142.09119355366491, 141.91247409467715, 136.87519088132635)
(75.222997333333339, 99.757450666666671, 148.40976000000001)
(148.46879999999999, 157.15337777777779, 167.11188148148148)
(109.23337449791458, 126.33464474488414, 172.40003907349222)
(99.416368000000006, 127.063456, 138.99744533333333)
(46.802702083333337, 60.772652083333334, 91.923914583333328)
(79.009280000000004, 86.382239999999996, 103.471536)
(94.605512931034482, 121.45008620689656, 138.59825862068965)
(78.750159999999994, 68.445386666666664, 66.730720000000005)
(75.492427709590174, 75.462294570418138, 93.518629082587893)
(130.51146391586411, 149.91347866381915, 140.32851674255551)
(80.493247999999994, 87.705023999999995, 85.295402666666661)
(141.08810541310541, 156.99828268439379, 172.42471509971509)
(171.76578978978978, 174.12959159159161, 174.39168168168169)
(112.29838588588589, 122.69948698698698, 133.61098598598599)
(17.277351190476189, 78.789339285714291, 177.64341666666667)
(50.71930930930931, 118.2401081081081, 62.781423423423426)
(69.628912778904663, 65.659395537525356, 84.218288032454367)
(113.54168055555556, 131.3201736111111, 143.58065277777777)
(90.035904000000002, 90.906085333333337, 89.311594666666664)
(149.58687420280611, 141.61751966411563, 154.06343670280611)
(102.09290372215709, 130.86049054806566, 135.13837558616646)
(70.128251953125002, 94.055517578125006, 81.920794270833326)
(59.397813813813812, 68.859177177177173, 78.592414414414421)
(100.08666666666667, 111.49063663663664, 103.15825225225225)
(119.89696096096097, 133.63094894894894, 155.11036036036037)
(94.044939890710381, 96.822819672131146, 100.23649726775956)
(112.49846400252061, 134.2404951950848, 147.05890615974374)
(132.9432361179766, 150.86425158298613, 176.50821505072616)
(78.753978666666669, 83.900368, 86.570933333333329)
(146.56192838874679, 151.91491048593349, 161.45677749360613)
(87.503584000000004, 108.92177066666666, 130.55542399999999)
(61.604549333333331, 71.163610666666671, 90.040069333333335)
(93.260400000000004, 108.61529696969697, 118.2035191919192)
(120.42384496124031, 164.35186821705426, 187.17029457364342)
(103.30911999999999, 113.55069333333333, 119.74750400000001)
(71.039882666666671, 84.455631999999994, 134.46266133333333)
(102.13360237388724, 109.46920474777448, 99.541697329376859)
(100.34083733333334, 162.278784, 131.660032)
(106.45296, 123.72615, 140.61862500000001)
(127.8034287094048, 153.37593866956416, 179.54742243148618)
(135.47795199999999, 135.38297066666667, 133.71259733333332)
(125.10695466666667, 151.18929066666666, 181.57442666666665)
(66.109222204506807, 76.912614264455783, 89.787879995748298)
(129.59871466666667, 136.826176, 148.93389333333334)
(104.89500900900902, 123.98537537537537, 152.59645045045045)
(92.155236000000002, 149.09263999999999, 118.957436)
(81.776875000000004, 118.63746093749999, 129.29057291666666)
(37.550594594594592, 142.72678678678679, 54.58703303303303)
(125.38641295770202, 117.69600299873737, 119.31332859848484)
(81.900053333333332, 94.671166666666664, 118.96579666666666)
(153.62622383252818, 170.00661835748792, 180.73223027375201)
(100.56817417417417, 94.226312312312317, 90.617063063063057)
(156.0287731092437, 156.4063361344538, 195.22813445378151)
(126.18095238095238, 125.82119454619455, 137.11515059015059)
(128.73059733333332, 126.02812266666666, 158.19241066666666)
(111.57740252608457, 135.05207303679296, 171.9495030203185)
(143.93294308943089, 144.35894308943088, 142.47772357723576)
(84.989109333333332, 88.195882666666662, 91.183002666666667)
(109.43214831460674, 106.25682696629214, 125.54216179775281)
(55.814624000000002, 83.217765333333332, 109.50810666666666)
(81.469921104536496, 94.163570019723863, 128.55230769230769)
(96.851477333333335, 115.33541333333334, 117.52208533333334)
(79.329537537537533, 143.68443243243243, 124.70781381381381)
(92.932458666666662, 105.03086933333333, 131.96899733333333)
(76.974474666666666, 72.153829333333334, 81.143872000000002)
(20.351105105105106, 44.071237237237234, 69.59433633633634)
(130.28085877862594, 147.96139312977098, 166.81064885496184)
(90.082454937304078, 109.16673197492163, 128.2247550940439)
(76.845200000000006, 98.669925333333339, 125.45229866666666)
(109.90296943231441, 114.18240174672489, 126.40694323144105)
(37.612112000000003, 38.664314666666669, 46.815823999999999)
(111.408, 104.12983466666667, 113.26820266666667)
(102.52870870870871, 114.31830630630631, 146.57148348348349)
(59.066155999999999, 101.363264, 153.364912)
(103.38868909241259, 116.35293245752266, 135.02973413633313)
(121.52839073867239, 134.47903522806169, 164.75919944456183)
(47.981706666666668, 73.372399999999999, 106.06502933333333)
(121.64845645645646, 119.55590390390391, 134.25449249249249)
(104.91313232955675, 146.08387994434506, 176.01205649970186)
(106.06270270270271, 105.26494894894896, 101.53359759759759)
(37.894522522522522, 58.312294294294297, 83.547387387387388)
(68.390685236768803, 92.565108635097488, 134.1681782729805)
(100.54991466666667, 96.804192, 87.326223999999996)
(76.676820083682003, 92.169150627615068, 112.4986150627615)
(102.23983333333334, 105.52671428571429, 106.77020238095238)
(142.90265625000001, 149.26434895833333, 141.44243164062499)
(81.216912912912917, 73.03091291291291, 117.47138138138138)
